dwell time vecchio	dwell time nuovo	varianza nuovo			varianza vecchio
0,485			0,49			0				0
0,445			0,45			0,000400000000000001				0,000400000000000001
0,46			0,47			0,000272222222222223				0,000266666666666667
0,465			0,48			0,0002046875				0,00021875
0,47			0,48			0,00017				0,000184
0,465			0,47			0,000141666666666667				0,000155555555555556
0,49			0,5			0,00019795918367347				0,000220408163265306
0,465			0,47			0,000174609375				0,0001984375
0,47			0,48			0,000155555555555556				0,000177777777777778
0,475			0,485			0,000144				0,00016625
0,51			0,52			0,000269834710743802				0,000300413223140496
0,495			0,51			0,000285243055555556				0,000338020833333334
0,45			0,46			0,000306213017751479				0,00035207100591716
0,49			0,495			0,000304209183673469				0,000338265306122449
0,465			0,47			0,000288888888888889				0,000326
0,445			0,455			0,00031787109375				0,00034833984375
0,475			0,48			0,000299826989619377				0,000327854671280277
0,485			0,49			0,000292361111111111				0,000314583333333334
0,46			0,47			0,000284764542936288				0,000303878116343491
0,485			0,495			0,00027875				0,000299
0,48			0,485			0,000268027210884354				0,000285487528344672
0,47			0,48			0,000256198347107438				0,000272572314049587
0,47			0,48			0,000245368620037807				0,00026077504725898
0,465			0,475			0,000237456597222222				0,000251388888888889
0,49			0,49			0,00024				0,00024456
0,49			0,495			0,000241457100591716				0,00024219674556213
0,495			0,5			0,000248765432098766				0,000245130315500686
0,49			0,495			0,000248214285714286				0,000241836734693878
0,495			0,495			0,000252972651605232				0,000238406658739596
0,485			0,495			0,000247333333333334				0,000234888888888889
0,495			0,5			0,000250624349635796				0,000235639958376691
0,48			0,49			0,0002431396484375				0,000229296875
0,49			0,495			0,000240955004591369				0,000225665748393021
0,48			0,49			0,000234104671280277				0,000219831314878893
0,49			0,49			0,00023195918367347				0,000214285714285715
0,49			0,495			0,0002296875				0,000211033950617284
0,495			0,5			0,000231154127100073				0,000211029948867787
0,485			0,495			0,00022619459833795				0,000207704293628809
0,495			0,495			0,00022715318869165				0,000204437869822485
0,485			0,49			0,000222359375				0,0001996875
0,49			0,495			0,000219750148721				0,000196638905413445
0,495			0,5			0,000220181405895692				0,000196215986394558
0,485			0,495			0,000215684153596539				0,000193185505678745
0,495			0,5			0,000215857438016529				0,000192561983471075
0,48			0,49			0,000211061728395062				0,000188444444444445
0,49			0,49			0,000208506616257089				0,000184499054820416
0,49			0,495			0,00020597555454957				0,000181779085559077
0,495			0,5			0,000205891927083333				0,00018115234375
0,48			0,49			0,00020170762182424				0,000177551020408164
0,49			0,5			0,00019929				0,00017689
0,485			0,495			0,000195674740484429				0,000174336793540946
0,495			0,5			0,000195515902366864				0,000173594674556213
0,5			0,5			0,000198202207191171				0,000172783908864365
0,49			0,495			0,000195756172839506				0,000170310356652949
0,495			0,5			0,000195239669421488				0,000169454545454546
0,49			0,495			0,000192825255102041				0,000167059948979592
0,48			0,49			0,000189535241612804				0,000164142813173284
0,49			0,5			0,000187277051129608				0,000163317479191439
0,5			0,5			0,000189255960930767				0,000162453318012066
0,5			0,5			0,000191				0,000161555555555556
0,48			0,49			0,000188013974737974				0,00015890889545821
0,49			0,495			0,000185770031217482				0,000156796305931322
0,495			0,495			0,000185046611237088				0,000154736709498614
